ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,absFC,SignificantPval,SignificantLogFC,chromosome_name,start_position,end_position,strand,gene_biotype,external_gene_name,description
ENSMUSG00000027285,751.4861726,1.680389757,0.127199533,13.2106598,7.62E-40,8.28E-37,1.680389757,TRUE,TRUE,2,120439864,120452041,1,protein_coding,Haus2,"HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]"
ENSMUSG00000044066,692.2483447,-1.363654796,0.105200237,-12.96246886,2.00E-38,1.88E-35,1.363654796,TRUE,TRUE,11,20177037,20199429,-1,protein_coding,Cep68,centrosomal protein 68 [Source:MGI Symbol;Acc:MGI:2667663]
ENSMUSG00000116972,82.35018831,5.169029916,0.401115663,12.88663196,5.35E-38,4.81E-35,5.169029916,TRUE,TRUE,16,85441140,85441911,1,processed_pseudogene,Gm6278,predicted gene 6278 [Source:MGI Symbol;Acc:MGI:3644862]
ENSMUSG00000045038,169.2312453,2.414131237,0.188432572,12.81164511,1.41E-37,1.22E-34,2.414131237,TRUE,TRUE,17,86475213,86965347,1,protein_coding,Prkce,"protein kinase C, epsilon [Source:MGI Symbol;Acc:MGI:97599]"
ENSMUSG00000069117,526.5660297,12.85326578,1.026251604,12.52447814,5.49E-36,4.53E-33,12.85326578,TRUE,TRUE,13,97896580,97897140,-1,protein_coding,Rps18-ps6,"ribosomal protein S18, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3642298]"
ENSMUSG00000048142,159.6879042,2.210113853,0.178741027,12.36489404,4.05E-35,3.22E-32,2.210113853,TRUE,TRUE,5,34153328,34163260,1,protein_coding,Nat8l,N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]
ENSMUSG00000021767,1686.643866,2.438798724,0.197609849,12.34148369,5.41E-35,4.14E-32,2.438798724,TRUE,TRUE,14,21531502,21722546,1,protein_coding,Kat6b,K(lysine) acetyltransferase 6B [Source:MGI Symbol;Acc:MGI:1858746]
ENSMUSG00000030539,729.3332619,1.48287001,0.124466653,11.91379355,1.00E-32,7.15E-30,1.48287001,TRUE,TRUE,7,79836589,79876275,1,protein_coding,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:MGI Symbol;Acc:MGI:107559]"
ENSMUSG00000020644,3094.439587,2.578846137,0.217664057,11.84782719,2.21E-32,1.52E-29,2.578846137,TRUE,TRUE,12,25143798,25147139,-1,protein_coding,Id2,inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]
ENSMUSG00000106734,982.9456801,-1.116509241,0.096722799,-11.54339261,7.97E-31,5.15E-28,1.116509241,TRUE,TRUE,6,3333191,3346128,-1,lncRNA,Gm20559,"predicted gene, 20559 [Source:MGI Symbol;Acc:MGI:5295666]"
ENSMUSG00000113061,236.9791174,11.7001483,1.036796416,11.28490427,1.56E-29,8.98E-27,11.7001483,TRUE,TRUE,13,28441511,28442117,1,protein_coding,Rps18-ps5,"ribosomal protein S18, pseudogene 5 [Source:MGI Symbol;Acc:MGI:3649931]"
ENSMUSG00000121352,143.2369606,2.220298726,0.196755446,11.28456046,1.56E-29,8.98E-27,2.220298726,TRUE,TRUE,7,3863680,3872151,-1,lncRNA,,novel transcript
ENSMUSG00000021508,276.0165329,1.911816713,0.169722663,11.26435728,1.97E-29,1.10E-26,1.911816713,TRUE,TRUE,13,56436456,56444364,-1,protein_coding,Cxcl14,chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514]
ENSMUSG00000028413,6698.628691,1.27102228,0.113931512,11.15602049,6.69E-29,3.55E-26,1.27102228,TRUE,TRUE,4,40804602,40854005,-1,protein_coding,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]"
ENSMUSG00000018476,1660.704181,1.328529513,0.119759341,11.09332685,1.35E-28,6.98E-26,1.328529513,TRUE,TRUE,11,69289334,69304501,-1,protein_coding,Kdm6b,KDM1 lysine (K)-specific demethylase 6B [Source:MGI Symbol;Acc:MGI:2448492]
ENSMUSG00000042354,1290.161771,1.459424256,0.132132988,11.04511654,2.31E-28,1.17E-25,1.459424256,TRUE,TRUE,14,30734390,30741109,-1,protein_coding,Gnl3,guanine nucleotide binding protein-like 3 (nucleolar) [Source:MGI Symbol;Acc:MGI:1353651]
ENSMUSG00000030208,2234.462845,1.34748105,0.123446703,10.91548837,9.72E-28,4.67E-25,1.34748105,TRUE,TRUE,6,135339543,135360171,1,protein_coding,Emp1,epithelial membrane protein 1 [Source:MGI Symbol;Acc:MGI:107941]
ENSMUSG00000045763,395.6558428,2.915136625,0.26849934,10.85714635,1.84E-27,8.66E-25,2.915136625,TRUE,TRUE,15,25363363,25413850,-1,protein_coding,Basp1,"brain abundant, membrane attached signal protein 1 [Source:MGI Symbol;Acc:MGI:1917600]"
ENSMUSG00000040479,3985.63467,1.302309121,0.121045671,10.7588244,5.39E-27,2.42E-24,1.302309121,TRUE,TRUE,2,91763169,91806209,-1,protein_coding,Dgkz,diacylglycerol kinase zeta [Source:MGI Symbol;Acc:MGI:1278339]
ENSMUSG00000044783,3661.132312,-1.411606403,0.133412648,-10.58075392,3.66E-26,1.61E-23,1.411606403,TRUE,TRUE,1,88190193,88205355,-1,protein_coding,Hjurp,Holliday junction recognition protein [Source:MGI Symbol;Acc:MGI:2685821]
ENSMUSG00000054720,752.7032318,1.394899311,0.132004877,10.56702859,4.24E-26,1.80E-23,1.394899311,TRUE,TRUE,5,105667254,105760884,1,protein_coding,Lrrc8c,"leucine rich repeat containing 8 family, member C [Source:MGI Symbol;Acc:MGI:2140839]"
ENSMUSG00000091957,2304.809187,3.999429633,0.378514048,10.56613262,4.28E-26,1.80E-23,3.999429633,TRUE,TRUE,18,61392079,61393059,-1,transcribed_processed_pseudogene,Rps2-ps10,"ribosomal protein S2, pseudogene 10 [Source:MGI Symbol;Acc:MGI:3645604]"
ENSMUSG00000055866,1043.588577,2.072190431,0.197182259,10.50901051,7.85E-26,3.24E-23,2.072190431,TRUE,TRUE,1,91343704,91387046,-1,protein_coding,Per2,period circadian clock 2 [Source:MGI Symbol;Acc:MGI:1195265]
ENSMUSG00000027555,195.1612872,1.488224156,0.141773838,10.49717052,8.90E-26,3.61E-23,1.488224156,TRUE,TRUE,3,14706787,14728062,1,protein_coding,Car13,carbonic anhydrase 13 [Source:MGI Symbol;Acc:MGI:1931322]
ENSMUSG00000015745,359.087035,1.713762868,0.164035793,10.44749339,1.50E-25,5.98E-23,1.713762868,TRUE,TRUE,3,95895741,95903313,-1,protein_coding,Plekho1,"pleckstrin homology domain containing, family O member 1 [Source:MGI Symbol;Acc:MGI:1914470]"
ENSMUSG00000036875,1436.846105,-1.076888134,0.103332098,-10.42162267,1.98E-25,7.70E-23,1.076888134,TRUE,TRUE,10,62782805,62809964,1,protein_coding,Dna2,DNA replication helicase/nuclease 2 [Source:MGI Symbol;Acc:MGI:2443732]
ENSMUSG00000032014,405.5675919,1.701524827,0.163823912,10.38630327,2.86E-25,1.10E-22,1.701524827,TRUE,TRUE,9,43132532,43151208,-1,protein_coding,Oaf,out at first homolog [Source:MGI Symbol;Acc:MGI:94852]
ENSMUSG00000000982,467.8334606,2.781004963,0.2692502,10.32870158,5.23E-25,1.96E-22,2.781004963,TRUE,TRUE,11,83538670,83540181,-1,protein_coding,Ccl3,chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260]
ENSMUSG00000008348,33099.25737,1.127427186,0.110128347,10.23739319,1.35E-24,4.98E-22,1.127427186,TRUE,TRUE,5,125463029,125467266,-1,protein_coding,Ubc,ubiquitin C [Source:MGI Symbol;Acc:MGI:98889]
ENSMUSG00000067591,48.22691503,5.424611953,0.531614032,10.20404208,1.90E-24,6.90E-22,5.424611953,TRUE,TRUE,6,130300252,130314537,-1,protein_coding,Klra3,"killer cell lectin-like receptor, subfamily A, member 3 [Source:MGI Symbol;Acc:MGI:101905]"
ENSMUSG00000000244,728.2030245,-1.160222603,0.114075807,-10.17062805,2.68E-24,9.55E-22,1.160222603,TRUE,TRUE,7,142558783,142573381,1,protein_coding,Tspan32,tetraspanin 32 [Source:MGI Symbol;Acc:MGI:1350360]
ENSMUSG00000063953,52.96032083,3.45944675,0.340911478,10.14763942,3.39E-24,1.19E-21,3.45944675,TRUE,TRUE,10,35584671,35587888,-1,protein_coding,Amd2,S-adenosylmethionine decarboxylase 2 [Source:MGI Symbol;Acc:MGI:1333111]
ENSMUSG00000006360,1497.08154,1.919522679,0.189307631,10.13970049,3.68E-24,1.27E-21,1.919522679,TRUE,TRUE,12,113109936,113117499,1,protein_coding,Crip1,cysteine-rich protein 1 (intestinal) [Source:MGI Symbol;Acc:MGI:88501]
ENSMUSG00000110588,124.3534606,5.310109812,0.528451864,10.04842669,9.33E-24,3.16E-21,5.310109812,TRUE,TRUE,8,94897376,94900040,-1,lncRNA,Gm45774,predicted gene 45774 [Source:MGI Symbol;Acc:MGI:5804889]
ENSMUSG00000104728,194.01927,2.239813307,0.223642932,10.01513122,1.31E-23,4.36E-21,2.239813307,TRUE,TRUE,5,43910251,43911613,-1,TEC,Gm42462,predicted gene 42462 [Source:MGI Symbol;Acc:MGI:5662599]
ENSMUSG00000018143,1128.602251,1.105230889,0.110389664,10.01208672,1.35E-23,4.42E-21,1.105230889,TRUE,TRUE,5,139777268,139788408,1,protein_coding,Mafk,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian) [Source:MGI Symbol;Acc:MGI:99951]"
ENSMUSG00000056592,260.2183954,-1.414783043,0.142183393,-9.950409933,2.51E-23,7.98E-21,1.414783043,TRUE,TRUE,7,43211680,43224885,1,protein_coding,Zfp658,zinc finger protein 658 [Source:MGI Symbol;Acc:MGI:2652821]
ENSMUSG00000039114,80.0902056,4.860564052,0.49108088,9.897685382,4.26E-23,1.33E-20,4.860564052,TRUE,TRUE,13,36909335,36919105,-1,protein_coding,Nrn1,neuritin 1 [Source:MGI Symbol;Acc:MGI:1915654]
ENSMUSG00000046675,408.1234365,1.064743012,0.107688534,9.887245857,4.73E-23,1.46E-20,1.064743012,TRUE,TRUE,12,102710021,102713820,1,protein_coding,Tmem251,transmembrane protein 251 [Source:MGI Symbol;Acc:MGI:2443862]
ENSMUSG00000056952,1500.261596,1.258694059,0.128071857,9.828030074,8.53E-23,2.59E-20,1.258694059,TRUE,TRUE,6,113674011,113688030,1,protein_coding,Tatdn2,TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210]
ENSMUSG00000023913,254.4717163,3.257936549,0.332639961,9.794182707,1.19E-22,3.57E-20,3.257936549,TRUE,TRUE,17,43878989,43923092,1,protein_coding,Pla2g7,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]"
ENSMUSG00000111394,878.8555182,1.338057239,0.136688039,9.78913187,1.25E-22,3.70E-20,1.338057239,TRUE,TRUE,9,59580097,59583983,1,TEC,Gm49759,"predicted gene, 49759 [Source:MGI Symbol;Acc:MGI:6215263]"
ENSMUSG00000112023,7747.007381,1.636124542,0.167881211,9.745727523,1.92E-22,5.60E-20,1.636124542,TRUE,TRUE,10,51356728,51362799,1,protein_coding,Lilrb4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]"
ENSMUSG00000056144,307.1788595,-1.469956715,0.151324807,-9.713917659,2.63E-22,7.55E-20,1.469956715,TRUE,TRUE,7,103893664,103911441,1,protein_coding,Trim34a,tripartite motif-containing 34A [Source:MGI Symbol;Acc:MGI:2137359]
ENSMUSG00000032688,1785.737276,1.843079339,0.18986357,9.707388002,2.80E-22,7.94E-20,1.843079339,TRUE,TRUE,18,65564009,65612138,1,protein_coding,Malt1,MALT1 paracaspase [Source:MGI Symbol;Acc:MGI:2445027]
ENSMUSG00000036322,155.5576318,8.856161104,0.924661858,9.577729447,9.92E-22,2.66E-19,8.856161104,TRUE,TRUE,17,34560926,34563618,-1,protein_coding,H2-Ea,"histocompatibility 2, class II antigen E alpha [Source:MGI Symbol;Acc:MGI:95900]"
ENSMUSG00000121510,372.1725946,2.505701321,0.261976321,9.564609948,1.13E-21,2.98E-19,2.505701321,TRUE,TRUE,17,36452650,36456636,-1,lncRNA,,novel transcript
ENSMUSG00000041313,877.0177033,1.500475294,0.157734995,9.512634127,1.86E-21,4.80E-19,1.500475294,TRUE,TRUE,5,148264220,148336714,-1,protein_coding,Slc7a1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]"
ENSMUSG00000057596,412.5514044,-1.357759757,0.142900388,-9.501442051,2.07E-21,5.28E-19,1.357759757,TRUE,TRUE,7,104119221,104157056,-1,protein_coding,Trim30d,tripartite motif-containing 30D [Source:MGI Symbol;Acc:MGI:3035181]
ENSMUSG00000023905,391.6312184,1.249913982,0.132794822,9.412369895,4.85E-21,1.19E-18,1.249913982,TRUE,TRUE,17,23894419,23896442,-1,protein_coding,Tnfrsf12a,"tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]"
ENSMUSG00000022094,1871.260753,1.337733637,0.14364116,9.313024473,1.24E-20,2.92E-18,1.337733637,TRUE,TRUE,14,70540918,70588874,-1,protein_coding,Slc39a14,"solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]"
ENSMUSG00000085882,395.8023513,-1.781314194,0.191318004,-9.310750454,1.27E-20,2.95E-18,1.781314194,TRUE,TRUE,11,59087691,59093263,-1,lncRNA,2610507I01Rik,RIKEN cDNA 2610507I01 gene [Source:MGI Symbol;Acc:MGI:1919453]
ENSMUSG00000027999,216.3657625,1.637949525,0.176615182,9.2741151,1.79E-20,4.07E-18,1.637949525,TRUE,TRUE,3,129672255,129689474,1,protein_coding,Pla2g12a,"phospholipase A2, group XIIA [Source:MGI Symbol;Acc:MGI:1913600]"
ENSMUSG00000058672,294.1063379,1.694238585,0.183009291,9.257664314,2.09E-20,4.64E-18,1.694238585,TRUE,TRUE,13,34258257,34261990,-1,protein_coding,Tubb2a,"tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]"
ENSMUSG00000003559,237.5700247,1.193557356,0.130227799,9.165150352,4.95E-20,1.03E-17,1.193557356,TRUE,TRUE,19,46695897,46729538,1,protein_coding,As3mt,arsenite methyltransferase [Source:MGI Symbol;Acc:MGI:1929882]
ENSMUSG00000020250,5628.297654,1.343804791,0.146609369,9.165886189,4.91E-20,1.03E-17,1.343804791,TRUE,TRUE,10,82669785,82733546,1,protein_coding,Txnrd1,thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]
ENSMUSG00000042622,1389.53342,1.742083483,0.190242074,9.157193482,5.33E-20,1.10E-17,1.742083483,TRUE,TRUE,15,79230821,79243276,1,protein_coding,Maff,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian) [Source:MGI Symbol;Acc:MGI:96910]"
ENSMUSG00000079507,26.66529155,4.586743801,0.501419769,9.147512891,5.83E-20,1.19E-17,4.586743801,TRUE,TRUE,17,35539381,35544075,1,protein_coding,H2-Q1,"histocompatibility 2, Q region locus 1 [Source:MGI Symbol;Acc:MGI:95928]"
ENSMUSG00000109244,392.2537697,1.221336668,0.133731818,9.132730602,6.68E-20,1.35E-17,1.221336668,TRUE,TRUE,7,87960686,87965072,1,lncRNA,Gm44751,predicted gene 44751 [Source:MGI Symbol;Acc:MGI:5753327]
ENSMUSG00000074361,736.7901711,-1.14674537,0.126411441,-9.071531488,1.17E-19,2.27E-17,1.14674537,TRUE,TRUE,7,15968510,15978079,-1,protein_coding,C5ar2,complement component 5a receptor 2 [Source:MGI Symbol;Acc:MGI:2442013]
ENSMUSG00000037966,123.6407277,1.383624009,0.154305767,8.966767985,3.05E-19,5.63E-17,1.383624009,TRUE,TRUE,13,49340961,49349720,1,protein_coding,Ninj1,ninjurin 1 [Source:MGI Symbol;Acc:MGI:1196617]
ENSMUSG00000033863,1350.036527,2.246700188,0.253006679,8.880003464,6.69E-19,1.21E-16,2.246700188,TRUE,TRUE,19,23118590,23145498,1,protein_coding,Klf9,Kruppel-like factor 9 [Source:MGI Symbol;Acc:MGI:1333856]
ENSMUSG00000015314,411.1420238,-1.164604433,0.131221698,-8.875090438,6.99E-19,1.26E-16,1.164604433,TRUE,TRUE,1,171745082,171780737,1,protein_coding,Slamf6,SLAM family member 6 [Source:MGI Symbol;Acc:MGI:1353620]
ENSMUSG00000078502,463.9801436,-1.106046383,0.124794257,-8.862958965,7.79E-19,1.39E-16,1.106046383,TRUE,TRUE,4,145311736,145351915,1,protein_coding,Zfp268,zinc finger protein 268 [Source:MGI Symbol;Acc:MGI:3651014]
ENSMUSG00000063779,201.6209746,-1.746553168,0.197105653,-8.860999859,7.93E-19,1.39E-16,1.746553168,TRUE,TRUE,3,106108806,106126823,-1,protein_coding,Chil4,chitinase-like 4 [Source:MGI Symbol;Acc:MGI:1341098]
ENSMUSG00000081434,42.47865681,6.389859404,0.723177421,8.835811542,9.94E-19,1.73E-16,6.389859404,TRUE,TRUE,2,152195535,152196486,1,processed_pseudogene,Gm14165,predicted gene 14165 [Source:MGI Symbol;Acc:MGI:3650537]
ENSMUSG00000032802,1155.900919,1.84882684,0.209793204,8.81261548,1.22E-18,2.11E-16,1.84882684,TRUE,TRUE,2,151947436,151953296,1,protein_coding,Srxn1,sulfiredoxin 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104971]
ENSMUSG00000021986,170.4748814,-2.332986237,0.264888222,-8.807436666,1.28E-18,2.19E-16,2.332986237,TRUE,TRUE,14,60610708,60625646,1,protein_coding,Amer2,APC membrane recruitment 2 [Source:MGI Symbol;Acc:MGI:1919375]
ENSMUSG00000044468,136.2675836,2.574025707,0.293101827,8.78201863,1.61E-18,2.72E-16,2.574025707,TRUE,TRUE,3,100358944,100396640,-1,protein_coding,Tent5c,terminal nucleotidyltransferase 5C [Source:MGI Symbol;Acc:MGI:1921895]
ENSMUSG00000059588,658.2431378,-1.864483974,0.212605938,-8.769670267,1.79E-18,3.01E-16,1.864483974,TRUE,TRUE,2,84160970,84255755,-1,protein_coding,Calcrl,calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]
ENSMUSG00000096403,47.95593494,9.385869607,1.070761751,8.765600379,1.86E-18,3.10E-16,9.385869607,TRUE,TRUE,6,7982541,7983383,-1,processed_pseudogene,Rnps1-ps,"RNA binding protein with serine rich domain 1, pseudogene [Source:MGI Symbol;Acc:MGI:3708729]"
ENSMUSG00000016984,327.3806147,-1.040182668,0.118837249,-8.753001885,2.08E-18,3.41E-16,1.040182668,TRUE,TRUE,11,17888756,17903875,-1,protein_coding,Etaa1,Ewing tumor-associated antigen 1 [Source:MGI Symbol;Acc:MGI:1915395]
ENSMUSG00000032122,779.3523031,1.689309941,0.193651024,8.723475398,2.70E-18,4.39E-16,1.689309941,TRUE,TRUE,9,37138881,37167034,-1,protein_coding,Slc37a2,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2 [Source:MGI Symbol;Acc:MGI:1929693]"
ENSMUSG00000109864,61.11138892,2.061670643,0.237730616,8.672297573,4.23E-18,6.78E-16,2.061670643,TRUE,TRUE,10,82702460,82703764,1,protein_coding,Eid3,EP300 interacting inhibitor of differentiation 3 [Source:MGI Symbol;Acc:MGI:1913591]
ENSMUSG00000027787,608.779889,1.224052942,0.14157082,8.646223463,5.32E-18,8.40E-16,1.224052942,TRUE,TRUE,3,69629318,69663706,1,protein_coding,Nmd3,NMD3 ribosome export adaptor [Source:MGI Symbol;Acc:MGI:2140103]
ENSMUSG00000019806,444.7897808,1.311266765,0.151727666,8.6422391,5.51E-18,8.63E-16,1.311266765,TRUE,TRUE,10,13522798,13744724,-1,protein_coding,Aig1,androgen-induced 1 [Source:MGI Symbol;Acc:MGI:1913503]
ENSMUSG00000078908,627.4102795,-1.095385199,0.126889447,-8.632594973,6.00E-18,9.25E-16,1.095385199,TRUE,TRUE,8,114362219,114371811,1,protein_coding,Mon1b,"MON1 homolog B, secretory traffciking associated [Source:MGI Symbol;Acc:MGI:1923231]"
ENSMUSG00000019699,134.6007296,2.593374093,0.3018661,8.591140543,8.61E-18,1.31E-15,2.593374093,TRUE,TRUE,1,176847639,177085769,-1,protein_coding,Akt3,thymoma viral proto-oncogene 3 [Source:MGI Symbol;Acc:MGI:1345147]
ENSMUSG00000032911,419.3191594,1.925226698,0.224918609,8.559659451,1.13E-17,1.68E-15,1.925226698,TRUE,TRUE,9,56772317,56807154,1,protein_coding,Cspg4,chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093]
ENSMUSG00000072770,140.5280526,-2.037088943,0.238224368,-8.551135902,1.22E-17,1.79E-15,2.037088943,TRUE,TRUE,6,125026652,125040230,1,protein_coding,Acrbp,proacrosin binding protein [Source:MGI Symbol;Acc:MGI:1859515]
ENSMUSG00000111619,158.1188306,-1.195751489,0.140090329,-8.535574853,1.39E-17,2.02E-15,1.195751489,TRUE,TRUE,9,36001216,36003655,-1,processed_pseudogene,Gm48348,"predicted gene, 48348 [Source:MGI Symbol;Acc:MGI:6097812]"
ENSMUSG00000085148,573.6186319,1.424804288,0.167616667,8.5003736,1.89E-17,2.69E-15,1.424804288,TRUE,TRUE,11,75352365,75357502,1,lncRNA,Mir22hg,Mir22 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914348]
ENSMUSG00000030156,224.5169624,-1.52757007,0.180064578,-8.48345681,2.19E-17,3.09E-15,1.52757007,TRUE,TRUE,6,129244288,129252399,-1,protein_coding,Cd69,CD69 antigen [Source:MGI Symbol;Acc:MGI:88343]
ENSMUSG00000073902,2850.901439,-2.023934123,0.238943022,-8.470362975,2.45E-17,3.44E-15,2.023934123,TRUE,TRUE,7,106195950,106203242,-1,unprocessed_pseudogene,Gvin3,"GTPase, very large interferon inducible, family member 3 [Source:MGI Symbol;Acc:MGI:3584360]"
ENSMUSG00000115405,312.5197315,-1.222738504,0.14449075,-8.46239986,2.62E-17,3.63E-15,1.222738504,TRUE,TRUE,15,38385878,38404398,-1,lncRNA,Gm41307,"predicted gene, 41307 [Source:MGI Symbol;Acc:MGI:5624192]"
ENSMUSG00000035164,86.79956141,2.312439447,0.273713674,8.448388456,2.95E-17,4.07E-15,2.312439447,TRUE,TRUE,9,52022644,52079872,-1,protein_coding,Zc3h12c,zinc finger CCCH type containing 12C [Source:MGI Symbol;Acc:MGI:3026959]
ENSMUSG00000001741,1529.374991,-1.119417367,0.13268058,-8.436934558,3.26E-17,4.46E-15,1.119417367,TRUE,TRUE,7,83292033,83394934,-1,protein_coding,Il16,interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]
