ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,absFC,SignificantPval,SignificantLogFC,chromosome_name,start_position,end_position,strand,gene_biotype,external_gene_name,description
ENSMUSG00000021707,340.0137415,2.601698477,0.122221636,21.28672606,1.51E-100,2.66E-97,2.601698477,TRUE,TRUE,13,92491234,92525561,1,protein_coding,Dhfr,dihydrofolate reductase [Source:MGI Symbol;Acc:MGI:94890]
ENSMUSG00000030978,2742.602805,2.173798959,0.103062424,21.09206128,9.41E-99,1.52E-95,2.173798959,TRUE,TRUE,7,102090902,102118978,1,protein_coding,Rrm1,ribonucleotide reductase M1 [Source:MGI Symbol;Acc:MGI:98180]
ENSMUSG00000001228,1677.883584,2.657645209,0.128380647,20.70129165,3.37E-95,5.04E-92,2.657645209,TRUE,TRUE,17,56610321,56630486,1,protein_coding,Uhrf1,"ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]"
ENSMUSG00000021377,3359.297154,1.631673823,0.078945916,20.6682487,6.69E-95,9.29E-92,1.631673823,TRUE,TRUE,13,47238251,47259677,-1,protein_coding,Dek,DEK proto-oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]
ENSMUSG00000026238,20105.14223,1.099957469,0.053394401,20.6006143,2.71E-94,3.51E-91,1.099957469,TRUE,TRUE,1,86454448,86458434,1,protein_coding,Ptma,prothymosin alpha [Source:MGI Symbol;Acc:MGI:97803]
ENSMUSG00000028702,446.0716456,2.675488555,0.130771069,20.45933069,4.96E-93,6.03E-90,2.675488555,TRUE,TRUE,4,115951461,115980887,-1,protein_coding,Rad54l,RAD54 like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:894697]
ENSMUSG00000026355,2275.79141,2.130004278,0.104241078,20.43344439,8.43E-93,9.64E-90,2.130004278,TRUE,TRUE,1,128259327,128287401,-1,protein_coding,Mcm6,minichromosome maintenance complex component 6 [Source:MGI Symbol;Acc:MGI:1298227]
ENSMUSG00000037313,1095.47513,2.264734244,0.111961594,20.22777781,5.58E-91,6.02E-88,2.264734244,TRUE,TRUE,5,33815472,33836339,1,protein_coding,Tacc3,"transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]"
ENSMUSG00000028312,1943.707072,2.017487603,0.099754735,20.22447968,5.96E-91,6.10E-88,2.017487603,TRUE,TRUE,4,52439243,52488260,1,protein_coding,Smc2,structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]
ENSMUSG00000005410,1484.613365,2.438477779,0.120744629,20.19533132,1.08E-90,1.05E-87,2.438477779,TRUE,TRUE,8,75836197,75855067,1,protein_coding,Mcm5,minichromosome maintenance complex component 5 [Source:MGI Symbol;Acc:MGI:103197]
ENSMUSG00000024742,832.9509063,2.012751762,0.100336916,20.05993258,1.65E-89,1.53E-86,2.012751762,TRUE,TRUE,19,10176496,10181533,-1,protein_coding,Fen1,flap structure specific endonuclease 1 [Source:MGI Symbol;Acc:MGI:102779]
ENSMUSG00000026434,2525.495125,1.454757924,0.072918685,19.9504136,1.49E-88,1.31E-85,1.454757924,TRUE,TRUE,1,131838272,131864059,1,protein_coding,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:MGI Symbol;Acc:MGI:1934811]
ENSMUSG00000012443,1380.776837,2.134409883,0.107312722,19.8896258,5.00E-88,4.23E-85,2.134409883,TRUE,TRUE,19,37364851,37410307,1,protein_coding,Kif11,kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]
ENSMUSG00000028693,1281.886863,1.605333118,0.081579612,19.67811669,3.32E-86,2.69E-83,1.605333118,TRUE,TRUE,4,116458249,116485138,-1,protein_coding,Nasp,nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328]
ENSMUSG00000120992,1258.245548,2.054073528,0.10775023,19.06328677,5.10E-81,3.96E-78,2.054073528,TRUE,TRUE,17,35215654,35219393,-1,lncRNA,,novel transcript
ENSMUSG00000026683,656.2680728,2.384241712,0.125972257,18.9267206,6.87E-80,5.14E-77,2.384241712,TRUE,TRUE,1,169325503,169359033,-1,protein_coding,Nuf2,"NUF2, NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914227]"
ENSMUSG00000002870,1508.272658,2.204349639,0.118214629,18.64701235,1.34E-77,9.61E-75,2.204349639,TRUE,TRUE,6,88860456,88875762,-1,protein_coding,Mcm2,minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380]
ENSMUSG00000036768,840.8251944,2.138062619,0.11500774,18.59059762,3.83E-77,2.66E-74,2.138062619,TRUE,TRUE,9,122780111,122847798,1,protein_coding,Kif15,kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]
ENSMUSG00000042029,1368.628602,1.982954299,0.106728284,18.57946398,4.71E-77,3.16E-74,1.982954299,TRUE,TRUE,12,116369022,116427351,1,protein_coding,Ncapg2,"non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]"
ENSMUSG00000006678,842.1119093,1.728528538,0.093104912,18.56538508,6.12E-77,3.97E-74,1.728528538,TRUE,TRUE,X,92348373,92675761,-1,protein_coding,Pola1,"polymerase (DNA directed), alpha 1 [Source:MGI Symbol;Acc:MGI:99660]"
ENSMUSG00000028873,629.1480365,2.243906065,0.122176156,18.36615371,2.45E-75,1.54E-72,2.243906065,TRUE,TRUE,4,124812258,124833104,-1,protein_coding,Cdca8,cell division cycle associated 8 [Source:MGI Symbol;Acc:MGI:1196274]
ENSMUSG00000007080,662.4052126,2.014793634,0.110319275,18.26329652,1.62E-74,9.85E-72,2.014793634,TRUE,TRUE,5,110434172,110485340,1,protein_coding,Pole,"polymerase (DNA directed), epsilon [Source:MGI Symbol;Acc:MGI:1196391]"
ENSMUSG00000056394,1331.438127,2.331409192,0.129344654,18.02478205,1.25E-72,7.33E-70,2.331409192,TRUE,TRUE,7,13011239,13045350,1,protein_coding,Lig1,"ligase I, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:101789]"
ENSMUSG00000031821,1140.154175,2.329344847,0.129864076,17.93679143,6.09E-72,3.48E-69,2.329344847,TRUE,TRUE,8,121305372,121316043,-1,protein_coding,Gins2,GINS complex subunit 2 (Psf2 homolog) [Source:MGI Symbol;Acc:MGI:1921019]
ENSMUSG00000035455,467.7986205,2.191951446,0.12238009,17.91101349,9.68E-72,5.37E-69,2.191951446,TRUE,TRUE,11,11737431,11758962,-1,protein_coding,Fignl1,fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]
ENSMUSG00000066551,4632.983988,1.327009847,0.074488594,17.81494028,5.41E-71,2.92E-68,1.327009847,TRUE,TRUE,5,148983512,149121299,-1,protein_coding,Hmgb1,high mobility group box 1 [Source:MGI Symbol;Acc:MGI:96113]
ENSMUSG00000031004,8580.784356,2.236334902,0.125547876,17.81260641,5.64E-71,2.96E-68,2.236334902,TRUE,TRUE,7,135291513,135318090,-1,protein_coding,Mki67,antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]
ENSMUSG00000017716,819.1854762,2.368909108,0.133604367,17.73077597,2.43E-70,1.24E-67,2.368909108,TRUE,TRUE,11,117740077,117746569,1,protein_coding,Birc5,baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]
ENSMUSG00000005233,501.8905682,2.459777531,0.139251456,17.66428591,7.90E-70,3.94E-67,2.459777531,TRUE,TRUE,2,69024239,69036538,-1,protein_coding,Spc25,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913692]"
ENSMUSG00000047534,485.2692036,2.018018614,0.114287555,17.65737847,8.93E-70,4.34E-67,2.018018614,TRUE,TRUE,12,65179508,65219378,-1,protein_coding,Mis18bp1,MIS18 binding protein 1 [Source:MGI Symbol;Acc:MGI:2145099]
ENSMUSG00000028832,3503.411948,1.958754225,0.112168896,17.46254356,2.76E-68,1.31E-65,1.958754225,TRUE,TRUE,4,134195631,134201154,1,protein_coding,Stmn1,stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]
ENSMUSG00000022033,398.8191102,2.536351679,0.145478124,17.43459154,4.51E-68,2.09E-65,2.536351679,TRUE,TRUE,14,66043286,66055271,1,protein_coding,Pbk,PDZ binding kinase [Source:MGI Symbol;Acc:MGI:1289156]
ENSMUSG00000039187,359.4796626,2.785780818,0.160022617,17.40866933,7.09E-68,3.20E-65,2.785780818,TRUE,TRUE,7,79041677,79100012,1,protein_coding,Fanci,"Fanconi anemia, complementation group I [Source:MGI Symbol;Acc:MGI:2384790]"
ENSMUSG00000025574,1120.077136,2.008431297,0.11599661,17.31456895,3.65E-67,1.61E-64,2.008431297,TRUE,TRUE,11,117706352,117716918,-1,protein_coding,Tk1,thymidine kinase 1 [Source:MGI Symbol;Acc:MGI:98763]
ENSMUSG00000026196,286.0848136,2.295041136,0.13272499,17.29170317,5.43E-67,2.35E-64,2.295041136,TRUE,TRUE,1,71066657,71142305,-1,protein_coding,Bard1,BRCA1 associated RING domain 1 [Source:MGI Symbol;Acc:MGI:1328361]
ENSMUSG00000029730,2100.224846,1.858693751,0.107868984,17.23103048,1.55E-66,6.56E-64,1.858693751,TRUE,TRUE,5,138162845,138170684,-1,protein_coding,Mcm7,minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398]
ENSMUSG00000028175,253.4356338,2.104414054,0.122884685,17.12511248,9.64E-66,3.99E-63,2.104414054,TRUE,TRUE,3,159201070,159235592,1,protein_coding,Depdc1a,DEP domain containing 1a [Source:MGI Symbol;Acc:MGI:1923381]
ENSMUSG00000020914,5432.375624,2.337694633,0.136972447,17.06689689,2.62E-65,1.06E-62,2.337694633,TRUE,TRUE,11,98883769,98915015,-1,protein_coding,Top2a,topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]
ENSMUSG00000022322,456.1416611,2.599261408,0.152443958,17.05060305,3.46E-65,1.37E-62,2.599261408,TRUE,TRUE,8,4785976,4829567,-1,protein_coding,Shcbp1,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802]
ENSMUSG00000000751,2007.688012,1.306108728,0.076701116,17.02854921,5.04E-65,1.96E-62,1.306108728,TRUE,TRUE,11,75188992,75239150,-1,protein_coding,Rpa1,replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]
ENSMUSG00000027715,1641.355259,2.428843371,0.143519919,16.92338872,3.03E-64,1.15E-61,2.428843371,TRUE,TRUE,3,36619014,36626299,-1,protein_coding,Ccna2,cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]
ENSMUSG00000020897,804.7966944,2.337748788,0.138763553,16.84699429,1.10E-63,4.13E-61,2.337748788,TRUE,TRUE,11,68936473,68942490,1,protein_coding,Aurkb,aurora kinase B [Source:MGI Symbol;Acc:MGI:107168]
ENSMUSG00000046179,539.4782697,2.536963191,0.150654109,16.83965484,1.25E-63,4.58E-61,2.536963191,TRUE,TRUE,7,48516177,48531344,-1,protein_coding,E2f8,E2F transcription factor 8 [Source:MGI Symbol;Acc:MGI:1922038]
ENSMUSG00000030662,2605.257013,1.13922796,0.068307581,16.67791385,1.90E-62,6.83E-60,1.13922796,TRUE,TRUE,14,121148636,121185411,1,protein_coding,Ipo5,importin 5 [Source:MGI Symbol;Acc:MGI:1917822]
ENSMUSG00000037649,3474.244688,-1.503314795,0.090900799,-16.53797121,1.95E-61,6.78E-59,1.503314795,TRUE,TRUE,17,34338515,34358075,1,protein_coding,H2-DMa,"histocompatibility 2, class II, locus DMa [Source:MGI Symbol;Acc:MGI:95921]"
ENSMUSG00000030867,660.3363426,2.398397735,0.146515045,16.3696345,3.15E-60,1.07E-57,2.398397735,TRUE,TRUE,7,121758662,121769096,1,protein_coding,Plk1,polo like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]
ENSMUSG00000022385,329.3776678,2.493164114,0.152331695,16.36668007,3.31E-60,1.11E-57,2.493164114,TRUE,TRUE,15,85743946,85760774,1,protein_coding,Gtse1,G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]
ENSMUSG00000005732,1940.321827,1.389033633,0.085616451,16.22391049,3.42E-59,1.13E-56,1.389033633,TRUE,TRUE,16,18057648,18066596,-1,protein_coding,Ranbp1,RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]
ENSMUSG00000022351,1240.550238,1.716533636,0.106063561,16.18400916,6.54E-59,2.12E-56,1.716533636,TRUE,TRUE,15,59186926,59203041,1,protein_coding,Sqle,squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]
ENSMUSG00000017550,487.9861745,1.88157731,0.116271885,16.18256479,6.69E-59,2.13E-56,1.88157731,TRUE,TRUE,11,79980226,80026620,1,protein_coding,Atad5,"ATPase family, AAA domain containing 5 [Source:MGI Symbol;Acc:MGI:2442925]"
ENSMUSG00000021569,275.2025566,2.239337606,0.138452129,16.17409301,7.68E-59,2.41E-56,2.239337606,TRUE,TRUE,13,74059466,74085903,-1,protein_coding,Trip13,thyroid hormone receptor interactor 13 [Source:MGI Symbol;Acc:MGI:1916966]
ENSMUSG00000027454,255.743156,2.401605726,0.149857757,16.02590204,8.43E-58,2.60E-55,2.401605726,TRUE,TRUE,2,150747320,150773200,1,protein_coding,Gins1,GINS complex subunit 1 (Psf1 homolog) [Source:MGI Symbol;Acc:MGI:1916520]
ENSMUSG00000046591,320.4363985,2.117290195,0.132210801,16.01450239,1.01E-57,3.07E-55,2.117290195,TRUE,TRUE,7,79309944,79347896,1,protein_coding,Ticrr,TOPBP1-interacting checkpoint and replication regulator [Source:MGI Symbol;Acc:MGI:1924261]
ENSMUSG00000069793,1049.514438,1.946796881,0.121728423,15.99295245,1.43E-57,4.28E-55,1.946796881,TRUE,TRUE,11,82869216,82882656,-1,protein_coding,Slfn9,schlafen 9 [Source:MGI Symbol;Acc:MGI:2445121]
ENSMUSG00000038379,255.9375977,2.887101902,0.182436387,15.82525253,2.08E-56,6.14E-54,2.887101902,TRUE,TRUE,9,83716742,83754442,1,protein_coding,Ttk,Ttk protein kinase [Source:MGI Symbol;Acc:MGI:1194921]
ENSMUSG00000019942,969.9070111,2.504927312,0.158419786,15.81195998,2.57E-56,7.46E-54,2.504927312,TRUE,TRUE,10,69170976,69188768,-1,protein_coding,Cdk1,cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]
ENSMUSG00000023505,788.4675825,2.542253771,0.161147888,15.77590504,4.56E-56,1.30E-53,2.542253771,TRUE,TRUE,6,124806510,124810664,1,protein_coding,Cdca3,cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198]
ENSMUSG00000002068,322.323146,2.510889885,0.159345919,15.75747846,6.10E-56,1.72E-53,2.510889885,TRUE,TRUE,7,37797409,37806959,-1,protein_coding,Ccne1,cyclin E1 [Source:MGI Symbol;Acc:MGI:88316]
ENSMUSG00000031697,375.5797487,1.698559669,0.107958389,15.73346624,8.92E-56,2.48E-53,1.698559669,TRUE,TRUE,8,86026261,86034907,1,protein_coding,Orc6,"origin recognition complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1929285]"
ENSMUSG00000041498,463.767612,2.474800653,0.157397774,15.72322528,1.05E-55,2.87E-53,2.474800653,TRUE,TRUE,1,136394081,136459249,1,protein_coding,Kif14,kinesin family member 14 [Source:MGI Symbol;Acc:MGI:1098226]
ENSMUSG00000037572,677.6438795,2.319875481,0.147796419,15.69642555,1.60E-55,4.32E-53,2.319875481,TRUE,TRUE,14,47478401,47514314,-1,protein_coding,Wdhd1,WD repeat and HMG-box DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:2443514]
ENSMUSG00000023104,884.1514242,1.455459746,0.092874861,15.67119162,2.38E-55,6.34E-53,1.455459746,TRUE,TRUE,5,134610220,134630659,1,protein_coding,Rfc2,replication factor C (activator 1) 2 [Source:MGI Symbol;Acc:MGI:1341868]
ENSMUSG00000031353,2211.983311,1.153807199,0.073729243,15.64924789,3.36E-55,8.83E-53,1.153807199,TRUE,TRUE,X,161543398,161562088,1,protein_coding,Rbbp7,"retinoblastoma binding protein 7, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194910]"
ENSMUSG00000020330,848.7243911,2.010723891,0.129649876,15.50887634,3.02E-54,7.83E-52,2.010723891,TRUE,TRUE,11,40592222,40624249,-1,protein_coding,Hmmr,hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]
ENSMUSG00000069833,30856.17667,-1.669769078,0.107672745,-15.50781564,3.07E-54,7.85E-52,1.669769078,TRUE,TRUE,19,8966648,9054278,1,protein_coding,Ahnak,AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]
ENSMUSG00000028551,400.7608673,2.170565118,0.140406724,15.4591251,6.55E-54,1.65E-51,2.170565118,TRUE,TRUE,4,109518073,109524386,-1,protein_coding,Cdkn2c,cyclin dependent kinase inhibitor 2C [Source:MGI Symbol;Acc:MGI:105388]
ENSMUSG00000028068,875.1228266,1.921391061,0.124358014,15.45048045,7.49E-54,1.87E-51,1.921391061,TRUE,TRUE,3,87989278,88028355,1,protein_coding,Iqgap3,IQ motif containing GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:3028642]
ENSMUSG00000027469,1441.265134,2.128642526,0.13787569,15.43885313,8.97E-54,2.21E-51,2.128642526,TRUE,TRUE,2,152689884,152737241,1,protein_coding,Tpx2,"TPX2, microtubule-associated [Source:MGI Symbol;Acc:MGI:1919369]"
ENSMUSG00000034329,454.5404973,2.339499331,0.152491125,15.34187207,4.01E-53,9.75E-51,2.339499331,TRUE,TRUE,11,85948964,86092019,-1,protein_coding,Brip1,BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]
ENSMUSG00000027018,1324.207182,1.347995889,0.088204358,15.28264496,9.98E-53,2.37E-50,1.347995889,TRUE,TRUE,2,71219302,71271966,1,protein_coding,Hat1,histone aminotransferase 1 [Source:MGI Symbol;Acc:MGI:96013]
ENSMUSG00000041431,941.4186953,2.336388833,0.153534341,15.21736974,2.71E-52,6.35E-50,2.336388833,TRUE,TRUE,13,100915158,100923078,-1,protein_coding,Ccnb1,cyclin B1 [Source:MGI Symbol;Acc:MGI:88302]
ENSMUSG00000026134,620.5546868,1.458610183,0.096333707,15.14122342,8.66E-52,1.98E-49,1.458610183,TRUE,TRUE,1,33492891,33708876,-1,protein_coding,Prim2,"DNA primase, p58 subunit [Source:MGI Symbol;Acc:MGI:97758]"
ENSMUSG00000034906,755.8104035,2.215400068,0.146476796,15.12458029,1.12E-51,2.52E-49,2.215400068,TRUE,TRUE,2,126945729,126975874,-1,protein_coding,Ncaph,"non-SMC condensin I complex, subunit H [Source:MGI Symbol;Acc:MGI:2444777]"
ENSMUSG00000048327,849.4209051,2.050379444,0.136252768,15.04835077,3.54E-51,7.82E-49,2.050379444,TRUE,TRUE,2,129110130,129139132,-1,protein_coding,Ckap2l,cytoskeleton associated protein 2-like [Source:MGI Symbol;Acc:MGI:1917716]
ENSMUSG00000022881,218.2176878,2.045506701,0.136429838,14.99310368,8.15E-51,1.78E-48,2.045506701,TRUE,TRUE,16,22932693,22946487,-1,protein_coding,Rfc4,replication factor C (activator 1) 4 [Source:MGI Symbol;Acc:MGI:2146571]
ENSMUSG00000023015,1618.961655,2.115809977,0.141249354,14.97925418,1.00E-50,2.17E-48,2.115809977,TRUE,TRUE,15,99518377,99549537,-1,protein_coding,Racgap1,Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423]
ENSMUSG00000043091,2837.15288,1.642619956,0.110075389,14.9226814,2.35E-50,5.01E-48,1.642619956,TRUE,TRUE,15,98927772,98935991,1,protein_coding,Tuba1c,"tubulin, alpha 1C [Source:MGI Symbol;Acc:MGI:1095409]"
ENSMUSG00000027306,1027.312486,2.291620399,0.154102353,14.87076835,5.10E-50,1.08E-47,2.291620399,TRUE,TRUE,2,119448779,119481725,1,protein_coding,Nusap1,nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]
ENSMUSG00000023004,19146.45915,1.345048934,0.090547659,14.85459643,6.50E-50,1.36E-47,1.345048934,TRUE,TRUE,15,98829306,98832446,-1,protein_coding,Tuba1b,"tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]"
ENSMUSG00000034311,608.0706026,2.631740357,0.17787025,14.79584337,1.56E-49,3.22E-47,2.631740357,TRUE,TRUE,X,99669343,99770820,1,protein_coding,Kif4,kinesin family member 4 [Source:MGI Symbol;Acc:MGI:108389]
ENSMUSG00000024165,1507.928667,1.527060475,0.103375192,14.77202075,2.22E-49,4.54E-47,1.527060475,TRUE,TRUE,17,25156393,25179663,-1,protein_coding,Jpt2,Jupiter microtubule associated homolog 2 [Source:MGI Symbol;Acc:MGI:1196260]
ENSMUSG00000040084,2252.970186,1.342292487,0.090968054,14.755647,2.83E-49,5.73E-47,1.342292487,TRUE,TRUE,2,118428692,118472072,1,protein_coding,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]"
ENSMUSG00000026669,412.1874381,2.313064762,0.157635745,14.67347876,9.53E-49,1.91E-46,2.313064762,TRUE,TRUE,2,4994525,5017602,-1,protein_coding,Mcm10,minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol;Acc:MGI:1917274]
ENSMUSG00000032018,587.4464644,1.60441189,0.109518679,14.64966442,1.35E-48,2.68E-46,1.60441189,TRUE,TRUE,9,42162891,42175552,-1,protein_coding,Sc5d,sterol-C5-desaturase [Source:MGI Symbol;Acc:MGI:1353611]
ENSMUSG00000051220,370.5020348,2.134321855,0.146038368,14.61480217,2.26E-48,4.44E-46,2.134321855,TRUE,TRUE,X,101185322,101200697,-1,protein_coding,Ercc6l,excision repair cross-complementing rodent repair deficiency complementation group 6 like [Source:MGI Symbol;Acc:MGI:2654144]
ENSMUSG00000033031,613.4365773,1.698832016,0.116441301,14.58960015,3.27E-48,6.36E-46,1.698832016,TRUE,TRUE,16,48814548,48840072,1,protein_coding,Cip2a,cell proliferation regulating inhibitor of protein phosphatase 2A [Source:MGI Symbol;Acc:MGI:2146335]
ENSMUSG00000021932,805.3472802,1.335219863,0.091931438,14.52408332,8.53E-48,1.62E-45,1.335219863,TRUE,TRUE,14,62530038,62610441,1,protein_coding,Rnaseh2b,"ribonuclease H2, subunit B [Source:MGI Symbol;Acc:MGI:1914403]"
ENSMUSG00000032939,834.845506,1.044688699,0.072211696,14.46702895,1.96E-47,3.69E-45,1.044688699,TRUE,TRUE,8,94941192,95043855,1,protein_coding,Nup93,nucleoporin 93 [Source:MGI Symbol;Acc:MGI:1919055]
ENSMUSG00000026675,531.6535689,1.706054901,0.118104529,14.44529621,2.68E-47,5.02E-45,1.706054901,TRUE,TRUE,1,169777104,169796810,-1,protein_coding,Hsd17b7,hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808]
ENSMUSG00000021591,1446.009924,1.175012831,0.081686153,14.38447989,6.48E-47,1.20E-44,1.175012831,TRUE,TRUE,13,75987987,75998273,1,protein_coding,Glrx,glutaredoxin [Source:MGI Symbol;Acc:MGI:2135625]
ENSMUSG00000044201,133.3251546,2.734013667,0.190360854,14.36226837,8.93E-47,1.64E-44,2.734013667,TRUE,TRUE,18,34866046,34884586,-1,protein_coding,Cdc25c,cell division cycle 25C [Source:MGI Symbol;Acc:MGI:88350]
ENSMUSG00000029366,1421.216326,1.340958695,0.093432432,14.35217583,1.03E-46,1.88E-44,1.340958695,TRUE,TRUE,5,88912855,88931140,1,protein_coding,Dck,deoxycytidine kinase [Source:MGI Symbol;Acc:MGI:102726]
ENSMUSG00000034201,2640.778186,-1.110088663,0.077448392,-14.33326927,1.36E-46,2.44E-44,1.110088663,TRUE,TRUE,11,5004132,5015327,-1,protein_coding,Gas2l1,growth arrest-specific 2 like 1 [Source:MGI Symbol;Acc:MGI:1926176]
ENSMUSG00000002835,921.0511014,2.226873507,0.155655676,14.30640739,2.00E-46,3.56E-44,2.226873507,TRUE,TRUE,17,56347439,56379289,1,protein_coding,Chaf1a,"chromatin assembly factor 1, subunit A (p150) [Source:MGI Symbol;Acc:MGI:1351331]"
ENSMUSG00000001525,16439.86021,1.302610872,0.091146479,14.29140089,2.48E-46,4.37E-44,1.302610872,TRUE,TRUE,17,36144813,36149198,-1,protein_coding,Tubb5,"tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]"
ENSMUSG00000017861,330.3798598,2.104303774,0.147500225,14.26644447,3.54E-46,6.20E-44,2.104303774,TRUE,TRUE,2,162896607,162926608,1,protein_coding,Mybl2,myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]
